Country/Region,Date,Confirmed,Deaths,Recovered,Active
Australia,2020-05-24,228,13,200,15
Australia,2020-05-24,1605,19,1520,66
Australia,2020-05-24,560,9,549,2
Austria,2020-05-24,16503,640,15063,800
Azerbaijan,2020-05-24,4122,49,2607,1466
Bahamas,2020-05-24,100,11,45,44
Bahrain,2020-05-24,9138,14,4587,4537
Bangladesh,2020-05-24,33610,480,6901,26229
Barbados,2020-05-24,92,7,70,15
Belarus,2020-05-24,36198,199,14155,21844
Belgium,2020-05-24,57092,9280,15272,32540
Benin,2020-05-24,191,3,82,106
Bhutan,2020-05-24,24,0,6,18
Bolivia,2020-05-24,6263,250,629,5384
Bosnia and Herzegovina,2020-05-24,2401,144,1680,577
Brazil,2020-05-24,363211,22666,149911,190634
Brunei,2020-05-24,141,1,137,3
Bulgaria,2020-05-24,2427,130,840,1457
Burkina Faso,2020-05-24,814,52,672,90
Cabo Verde,2020-05-24,380,3,155,222
Cambodia,2020-05-24,124,0,122,2
Cameroon,2020-05-24,4890,165,1865,2860
Canada,2020-05-24,6860,135,0,6725
Canada,2020-05-24,2517,157,0,2360
Canada,2020-05-24,292,7,0,285
Canada,2020-05-24,121,0,0,121
Canada,2020-05-24,260,3,0,257
Canada,2020-05-24,1050,58,0,992
Canada,2020-05-24,26897,2181,0,24716
Canada,2020-05-24,27,0,0,27
Canada,2020-05-24,47420,3985,0,43435
Canada,2020-05-24,632,7,0,625
Central African Republic,2020-05-24,604,1,22,581
Chad,2020-05-24,675,60,215,400
Chile,2020-05-24,83996,718,28148,55130
China,2020-05-24,991,6,985,0
China,2020-05-24,593,9,581,3
China,2020-05-24,579,6,573,0
China,2020-05-24,356,1,355,0
China,2020-05-24,139,2,137,0
China,2020-05-24,1592,8,1581,3
China,2020-05-24,254,2,252,0
China,2020-05-24,147,2,145,0
China,2020-05-24,169,6,162,1
China,2020-05-24,328,6,0,322
China,2020-05-24,945,13,932,0
China,2020-05-24,1276,22,0,1254
China,2020-05-24,1065,4,1030,31
China,2020-05-24,68135,4512,63617,6
China,2020-05-24,1019,4,1015,0
China,2020-05-24,227,1,201,25
China,2020-05-24,653,0,653,0
China,2020-05-24,937,1,936,0
China,2020-05-24,155,2,128,25
China,2020-05-24,149,2,145,2
China,2020-05-24,45,0,45,0
China,2020-05-24,75,0,75,0
China,2020-05-24,18,0,18,0
China,2020-05-24,308,3,305,0
China,2020-05-24,788,7,780,1
China,2020-05-24,668,7,648,13
China,2020-05-24,198,0,198,0
China,2020-05-24,564,3,558,3
China,2020-05-24,192,3,188,1
China,2020-05-24,1,0,1,0
China,2020-05-24,76,3,73,0
China,2020-05-24,185,2,183,0
China,2020-05-24,1268,1,1267,0
Colombia,2020-05-24,21175,727,5016,15432
Congo (Brazzaville),2020-05-24,487,16,147,324
Congo (Kinshasa),2020-05-24,2141,63,317,1761
Costa Rica,2020-05-24,930,10,620,300
Cote d'Ivoire,2020-05-24,2376,30,1219,1127
Croatia,2020-05-24,2244,99,2027,118
Cuba,2020-05-24,1941,82,1689,170
Cyprus,2020-05-24,935,17,594,324
Czechia,2020-05-24,8955,315,6078,2562
Denmark,2020-05-24,187,0,187,0
Greenland,2020-05-24,12,0,11,1
Denmark,2020-05-24,11360,562,9900,898
Djibouti,2020-05-24,2270,10,1064,1196
Dominican Republic,2020-05-24,14801,458,8133,6210
Ecuador,2020-05-24,36756,3108,3560,30088
Egypt,2020-05-24,17265,764,4807,11694
El Salvador,2020-05-24,1915,35,633,1247
Equatorial Guinea,2020-05-24,960,11,165,784
Eritrea,2020-05-24,39,0,39,0
Estonia,2020-05-24,1823,64,1532,227
Eswatini,2020-05-24,250,2,156,92
Ethiopia,2020-05-24,582,5,152,425
Fiji,2020-05-24,18,0,15,3
Finland,2020-05-24,6579,307,4800,1472
France,2020-05-24,328,1,145,182
France,2020-05-24,60,0,60,0
France,2020-05-24,161,14,115,32
France,2020-05-24,1587,20,894,673
France,2020-05-24,18,0,18,0
France,2020-05-24,452,1,411,40
France,2020-05-24,6,0,6,0
France,2020-05-24,40,3,33,4
France,2020-05-24,197,14,91,92
France,2020-05-24,179859,28317,62961,88581
Gabon,2020-05-24,1934,12,459,1463
Gambia,2020-05-24,25,1,13,11
Georgia,2020-05-24,730,12,522,196
Germany,2020-05-24,180328,8283,160281,11764
Ghana,2020-05-24,6683,32,1998,4653
Greece,2020-05-24,2878,171,1374,1333
Guatemala,2020-05-24,3424,58,258,3108
Guinea,2020-05-24,3275,20,1673,1582
Guyana,2020-05-24,135,10,62,63
Haiti,2020-05-24,865,26,22,817
Holy See,2020-05-24,12,0,2,10
Honduras,2020-05-24,3950,180,468,3302
Hungary,2020-05-24,3741,486,1690,1565
Iceland,2020-05-24,1804,10,1791,3
India,2020-05-24,138536,4024,57692,76820
Indonesia,2020-05-24,22271,1372,5402,15497
Iran,2020-05-24,135701,7417,105801,22483
Iraq,2020-05-24,4469,160,2738,1571
Ireland,2020-05-24,24639,1608,21060,1971
Israel,2020-05-24,16717,279,14153,2285
Italy,2020-05-24,229858,32785,140479,56594
Jamaica,2020-05-24,552,9,211,332
Japan,2020-05-24,16451,852,13413,2186
Jordan,2020-05-24,708,9,471,228
Kazakhstan,2020-05-24,8531,35,4352,4144
Kenya,2020-05-24,1214,51,383,780
South Korea,2020-05-24,11206,267,10226,713
Kuwait,2020-05-24,21302,156,6117,15029
Kyrgyzstan,2020-05-24,1403,14,980,409
Latvia,2020-05-24,1047,22,712,313
Lebanon,2020-05-24,1114,26,688,400
Liberia,2020-05-24,265,26,139,100
Liechtenstein,2020-05-24,82,1,81,0
Lithuania,2020-05-24,1623,63,1138,422
Luxembourg,2020-05-24,3992,110,3767,115
Madagascar,2020-05-24,527,2,142,383
Malaysia,2020-05-24,7245,115,5945,1185
Maldives,2020-05-24,1371,4,144,1223
Malta,2020-05-24,610,6,476,128
Mauritania,2020-05-24,237,6,15,216
Mauritius,2020-05-24,334,10,322,2
Mexico,2020-05-24,68620,7394,46979,14247
Moldova,2020-05-24,7093,250,3713,3130
Monaco,2020-05-24,98,4,90,4
Mongolia,2020-05-24,141,0,32,109
Montenegro,2020-05-24,324,9,315,0
Morocco,2020-05-24,7433,199,4703,2531
Namibia,2020-05-24,21,0,14,7
Nepal,2020-05-24,603,3,87,513
Netherlands,2020-05-24,101,3,95,3
Netherlands,2020-05-24,17,1,14,2
Netherlands,2020-05-24,77,15,59,3
Netherlands,2020-05-24,45236,5822,0,39414
New Zealand,2020-05-24,1504,21,1456,27
Nicaragua,2020-05-24,279,17,199,63
Niger,2020-05-24,945,61,783,101
Nigeria,2020-05-24,7839,226,2263,5350
North Macedonia,2020-05-24,1978,113,1422,443
Norway,2020-05-24,8352,235,7727,390
Oman,2020-05-24,7770,37,1933,5800
Pakistan,2020-05-24,56349,1167,17482,37700
Panama,2020-05-24,10926,306,6279,4341
Papua New Guinea,2020-05-24,8,0,8,0
Paraguay,2020-05-24,862,11,307,544
Peru,2020-05-24,119959,3456,49795,66708
Philippines,2020-05-24,14035,868,3249,9918
Poland,2020-05-24,21326,996,9194,11136
Portugal,2020-05-24,30623,1316,17549,11758
Qatar,2020-05-24,43714,23,9170,34521
Romania,2020-05-24,18070,1185,11399,5486
Russia,2020-05-24,344481,3541,113299,227641
Rwanda,2020-05-24,327,0,237,90
Saint Lucia,2020-05-24,18,0,18,0
Saint Vincent and the Grenadines,2020-05-24,18,0,14,4
San Marino,2020-05-24,665,42,266,357
Saudi Arabia,2020-05-24,72560,390,43520,28650
Senegal,2020-05-24,3047,35,1456,1556
Serbia,2020-05-24,11159,238,5857,5064
Seychelles,2020-05-24,11,0,11,0
Singapore,2020-05-24,31616,23,14876,16717
Slovakia,2020-05-24,1509,28,1301,180
Slovenia,2020-05-24,1468,107,1340,21
Somalia,2020-05-24,1594,61,204,1329
South Africa,2020-05-24,22583,429,11100,11054
Spain,2020-05-24,235772,28752,150376,56644
Sri Lanka,2020-05-24,1141,9,674,458
Sudan,2020-05-24,3820,165,458,3197
Suriname,2020-05-24,11,1,9,1
Sweden,2020-05-24,33459,3998,0,29461
Switzerland,2020-05-24,30736,1906,28100,730
Taiwan*,2020-05-24,441,7,414,20
Tanzania,2020-05-24,509,21,183,305
Thailand,2020-05-24,3040,56,2921,63
Togo,2020-05-24,381,12,141,228
Trinidad and Tobago,2020-05-24,116,8,108,0
Tunisia,2020-05-24,1051,48,917,86
Turkey,2020-05-24,156827,4340,118694,33793
Uganda,2020-05-24,198,0,68,130
Ukraine,2020-05-24,20986,617,7108,13261
United Arab Emirates,2020-05-24,29485,245,15056,14184
United Kingdom,2020-05-24,133,9,81,43
United Kingdom,2020-05-24,129,1,61,67
United Kingdom,2020-05-24,558,45,517,-4
United Kingdom,2020-05-24,154,0,147,7
United Kingdom,2020-05-24,336,24,303,9
United Kingdom,2020-05-24,11,1,10,0
United Kingdom,2020-05-24,245680,37175,0,208505
Uruguay,2020-05-24,769,22,618,129
US,2020-05-24,1651289,98754,366736,1185799
Uzbekistan,2020-05-24,3164,13,2565,586
Venezuela,2020-05-24,1121,10,262,849
Vietnam,2020-05-24,325,0,267,58
Zambia,2020-05-24,920,7,336,577
Zimbabwe,2020-05-24,56,4,25,27
Dominica,2020-05-24,16,0,16,0
Grenada,2020-05-24,22,0,17,5
Mozambique,2020-05-24,194,0,0,194
Syria,2020-05-24,86,4,0,82
Timor-Leste,2020-05-24,24,0,0,24
Belize,2020-05-24,18,2,16,0
Laos,2020-05-24,19,0,14,5
Libya,2020-05-24,75,3,39,33
West Bank and Gaza,2020-05-24,423,3,357,63
Guinea-Bissau,2020-05-24,1114,6,42,1066
Mali,2020-05-24,1030,65,597,368
Saint Kitts and Nevis,2020-05-24,15,0,15,0
Canada,2020-05-24,5,0,0,5
Canada,2020-05-24,11,0,0,11
Kosovo,2020-05-24,1032,29,785,218
Burma,2020-05-24,201,6,122,73
United Kingdom,2020-05-24,3,0,3,0
United Kingdom,2020-05-24,8,1,6,1
United Kingdom,2020-05-24,12,1,10,1
Botswana,2020-05-24,35,1,19,15
Burundi,2020-05-24,42,1,20,21
Sierra Leone,2020-05-24,707,40,241,426
Malawi,2020-05-24,83,4,33,46
United Kingdom,2020-05-24,13,0,13,0
France,2020-05-24,1,0,1,0
South Sudan,2020-05-24,655,8,6,641
Western Sahara,2020-05-24,9,0,6,3
Sao Tome and Principe,2020-05-24,251,8,4,239
Yemen,2020-05-24,222,42,10,170
Comoros,2020-05-24,87,1,21,65
Tajikistan,2020-05-24,2929,46,1301,1582
Lesotho,2020-05-24,2,0,0,2
Afghanistan,2020-05-25,11173,219,1097,9857
Albania,2020-05-25,1004,32,795,177
Algeria,2020-05-25,8503,609,4747,3147
Andorra,2020-05-25,763,51,663,49
Angola,2020-05-25,70,4,18,48
Antigua and Barbuda,2020-05-25,25,3,19,3
Argentina,2020-05-25,12628,467,3999,8162
Armenia,2020-05-25,7113,87,3145,3881
Australia,2020-05-25,107,3,104,0
Australia,2020-05-25,3092,48,2661,383
Australia,2020-05-25,29,0,29,0
Australia,2020-05-25,1057,6,1039,12
Australia,2020-05-25,439,4,435,0
Australia,2020-05-25,228,13,202,13
Australia,2020-05-25,1610,19,1533,58
Australia,2020-05-25,564,9,549,6
Austria,2020-05-25,16539,641,15138,760
Azerbaijan,2020-05-25,4271,51,2741,1479
Bahamas,2020-05-25,100,11,46,43
Bahrain,2020-05-25,9171,14,4753,4404
Bangladesh,2020-05-25,35585,501,7334,27750
Barbados,2020-05-25,92,7,71,14
Belarus,2020-05-25,37144,204,14449,22491
Belgium,2020-05-25,57342,9312,15297,32733
Benin,2020-05-25,191,3,84,104
Bhutan,2020-05-25,27,0,6,21
Bolivia,2020-05-25,6660,261,647,5752
Bosnia and Herzegovina,2020-05-25,2406,146,1696,564
Brazil,2020-05-25,374898,23473,153833,197592
Brunei,2020-05-25,141,1,137,3
Bulgaria,2020-05-25,2433,130,862,1441
Burkina Faso,2020-05-25,832,52,672,108
Cabo Verde,2020-05-25,390,3,155,232
Cambodia,2020-05-25,124,0,122,2
Cameroon,2020-05-25,4890,165,1865,2860
Canada,2020-05-25,6879,138,0,6741
Canada,2020-05-25,2530,161,0,2369
Canada,2020-05-25,292,7,0,285
Canada,2020-05-25,121,0,0,121
Canada,2020-05-25,260,3,0,257
Canada,2020-05-25,1051,58,0,993
Canada,2020-05-25,27302,2210,0,25092
Canada,2020-05-25,27,0,0,27
Canada,2020-05-25,47993,4070,0,43923
Canada,2020-05-25,634,7,0,627
Central African Republic,2020-05-25,652,1,22,629
Chad,2020-05-25,687,61,244,382
Chile,2020-05-25,88891,761,29302,58828
China,2020-05-25,991,6,985,0
China,2020-05-25,593,9,581,3
China,2020-05-25,579,6,573,0
China,2020-05-25,357,1,355,1
China,2020-05-25,139,2,137,0
China,2020-05-25,1592,8,1581,3
China,2020-05-25,254,2,252,0
China,2020-05-25,147,2,145,0
China,2020-05-25,169,6,162,1
China,2020-05-25,328,6,0,322
China,2020-05-25,945,13,932,0
China,2020-05-25,1276,22,0,1254
China,2020-05-25,1065,4,1030,31
China,2020-05-25,68135,4512,63617,6
China,2020-05-25,1019,4,1015,0
China,2020-05-25,232,1,204,27
China,2020-05-25,653,0,653,0
China,2020-05-25,937,1,936,0
China,2020-05-25,155,2,128,25
China,2020-05-25,149,2,147,0
China,2020-05-25,45,0,45,0
China,2020-05-25,75,0,75,0
China,2020-05-25,18,0,18,0
China,2020-05-25,308,3,305,0
China,2020-05-25,788,7,780,1
China,2020-05-25,669,7,652,10
China,2020-05-25,198,0,198,0
China,2020-05-25,564,3,558,3
China,2020-05-25,192,3,188,1
China,2020-05-25,1,0,1,0
China,2020-05-25,76,3,73,0
China,2020-05-25,185,2,183,0
China,2020-05-25,1268,1,1267,0
Colombia,2020-05-25,21981,750,5265,15966
Congo (Brazzaville),2020-05-25,487,16,147,324
Congo (Kinshasa),2020-05-25,2297,67,337,1893
Costa Rica,2020-05-25,951,10,628,313
Cote d'Ivoire,2020-05-25,2423,30,1257,1136
Croatia,2020-05-25,2244,100,2035,109
Cuba,2020-05-25,1947,82,1704,161
Cyprus,2020-05-25,937,17,594,326
Czechia,2020-05-25,9002,317,6182,2503
Denmark,2020-05-25,187,0,187,0
Greenland,2020-05-25,12,0,11,1
Denmark,2020-05-25,11387,563,9964,860
Djibouti,2020-05-25,2468,14,1079,1375
Dominican Republic,2020-05-25,15073,460,8285,6328
Ecuador,2020-05-25,37355,3203,18003,16149
Egypt,2020-05-25,17967,783,4900,12284
El Salvador,2020-05-25,1983,35,772,1176
Equatorial Guinea,2020-05-25,1043,12,165,866
Eritrea,2020-05-25,39,0,39,0
Estonia,2020-05-25,1824,65,1538,221
Eswatini,2020-05-25,256,2,158,96
Ethiopia,2020-05-25,655,5,159,491
Fiji,2020-05-25,18,0,15,3
Finland,2020-05-25,6599,308,5100,1191
France,2020-05-25,353,1,146,206
France,2020-05-25,60,0,60,0
France,2020-05-25,161,14,115,32
France,2020-05-25,1609,20,894,695
France,2020-05-25,18,0,18,0
France,2020-05-25,456,1,411,44
France,2020-05-25,6,0,6,0
France,2020-05-25,40,3,33,4
France,2020-05-25,197,14,91,92
France,2020-05-25,180166,28407,63542,88217
Gabon,2020-05-25,2135,14,562,1559
Gambia,2020-05-25,25,1,17,7
Georgia,2020-05-25,731,12,526,193
Germany,2020-05-25,180600,8309,161199,11092
Ghana,2020-05-25,6808,32,2070,4706
Greece,2020-05-25,2882,172,1374,1336
Guatemala,2020-05-25,3760,59,274,3427
Guinea,2020-05-25,3275,20,1673,1582
Guyana,2020-05-25,137,11,62,64
Haiti,2020-05-25,958,27,22,909
Holy See,2020-05-25,12,0,2,10
Honduras,2020-05-25,4189,182,473,3534
Hungary,2020-05-25,3756,491,1711,1554
Iceland,2020-05-25,1804,10,1791,3
India,2020-05-25,144950,4172,60706,80072
Indonesia,2020-05-25,22750,1391,5642,15717
Iran,2020-05-25,137724,7451,107713,22560
Iraq,2020-05-25,4632,163,2811,1658
Ireland,2020-05-25,24698,1606,21060,2032
Israel,2020-05-25,16734,281,14307,2146
Italy,2020-05-25,230158,32877,141981,55300
Jamaica,2020-05-25,556,9,238,309
Japan,2020-05-25,16472,857,13612,2003
Jordan,2020-05-25,711,9,479,223
Kazakhstan,2020-05-25,8969,35,4515,4419
Kenya,2020-05-25,1286,52,402,832
South Korea,2020-05-25,11225,269,10275,681
Kuwait,2020-05-25,21967,165,6621,15181
Kyrgyzstan,2020-05-25,1433,16,992,425
Latvia,2020-05-25,1049,22,712,315
Lebanon,2020-05-25,1119,26,688,405
Liberia,2020-05-25,265,26,141,98
Liechtenstein,2020-05-25,82,1,81,0
Lithuania,2020-05-25,1635,63,1138,434
Luxembourg,2020-05-25,3993,110,3781,102
Madagascar,2020-05-25,542,2,147,393
Malaysia,2020-05-25,7417,115,5979,1323
Maldives,2020-05-25,1395,4,155,1236
Malta,2020-05-25,611,6,485,120
Mauritania,2020-05-25,262,9,15,238
Mauritius,2020-05-25,334,10,322,2
Mexico,2020-05-25,71105,7633,49452,14020
Moldova,2020-05-25,7147,261,3802,3084
Monaco,2020-05-25,98,4,90,4
Mongolia,2020-05-25,141,0,33,108
Montenegro,2020-05-25,324,9,315,0
Morocco,2020-05-25,7532,200,4774,2558
Namibia,2020-05-25,21,0,14,7
Nepal,2020-05-25,682,4,112,566
Netherlands,2020-05-25,101,3,95,3
Netherlands,2020-05-25,18,1,14,3
Netherlands,2020-05-25,77,15,59,3
Netherlands,2020-05-25,45445,5830,0,39615
New Zealand,2020-05-25,1504,21,1461,22
Nicaragua,2020-05-25,279,17,199,63
Niger,2020-05-25,951,62,786,103
Nigeria,2020-05-25,8068,233,2311,5524
North Macedonia,2020-05-25,1999,113,1439,447
Norway,2020-05-25,8364,235,7727,402
Oman,2020-05-25,7770,37,1933,5800
Pakistan,2020-05-25,57705,1197,18314,38194
Panama,2020-05-25,11183,310,6279,4594
Papua New Guinea,2020-05-25,8,0,8,0
Paraguay,2020-05-25,865,11,344,510
Peru,2020-05-25,123979,3629,50949,69401
Philippines,2020-05-25,14319,873,3323,10123
Poland,2020-05-25,21631,1007,9276,11348
Portugal,2020-05-25,30788,1330,17822,11636
Qatar,2020-05-25,45465,26,10363,35076
Romania,2020-05-25,18283,1205,11630,5448
Russia,2020-05-25,353427,3633,118798,230996
Rwanda,2020-05-25,336,0,238,98
Saint Lucia,2020-05-25,18,0,18,0
Saint Vincent and the Grenadines,2020-05-25,18,0,14,4
San Marino,2020-05-25,666,42,270,354
Saudi Arabia,2020-05-25,74795,399,45668,28728
Senegal,2020-05-25,3130,35,1515,1580
Serbia,2020-05-25,11193,239,5920,5034
Seychelles,2020-05-25,11,0,11,0
Singapore,2020-05-25,31960,23,15738,16199
Slovakia,2020-05-25,1511,28,1307,176
Slovenia,2020-05-25,1469,107,1346,16
Somalia,2020-05-25,1689,66,235,1388
South Africa,2020-05-25,23615,481,11917,11217
Spain,2020-05-25,235400,26834,150376,58190
Sri Lanka,2020-05-25,1182,10,695,477
Sudan,2020-05-25,3976,170,503,3303
Suriname,2020-05-25,11,1,9,1
Sweden,2020-05-25,33843,4029,0,29814
Switzerland,2020-05-25,30746,1913,28200,633
Taiwan*,2020-05-25,441,7,415,19
Tanzania,2020-05-25,509,21,183,305
Thailand,2020-05-25,3042,57,2928,57
Togo,2020-05-25,386,13,161,212
Trinidad and Tobago,2020-05-25,116,8,108,0
Tunisia,2020-05-25,1051,48,919,84
Turkey,2020-05-25,157814,4369,120015,33430
Uganda,2020-05-25,222,0,69,153
Ukraine,2020-05-25,21245,623,7234,13388
United Arab Emirates,2020-05-25,30307,248,15657,14402
United Kingdom,2020-05-25,133,9,89,35
United Kingdom,2020-05-25,134,1,61,72
United Kingdom,2020-05-25,559,45,517,-3
United Kingdom,2020-05-25,154,0,147,7
United Kingdom,2020-05-25,336,24,305,7
United Kingdom,2020-05-25,11,1,10,0
United Kingdom,2020-05-25,247287,37297,0,209990
Uruguay,2020-05-25,787,22,629,136
US,2020-05-25,1670280,99267,379157,1191856
Uzbekistan,2020-05-25,3189,13,2607,569
Venezuela,2020-05-25,1177,10,302,865
Vietnam,2020-05-25,326,0,272,54
Zambia,2020-05-25,920,7,336,577
Zimbabwe,2020-05-25,56,4,25,27
Dominica,2020-05-25,16,0,16,0
Grenada,2020-05-25,23,0,18,5
Mozambique,2020-05-25,209,1,0,208
Syria,2020-05-25,106,4,0,102
Timor-Leste,2020-05-25,24,0,0,24
Belize,2020-05-25,18,2,16,0
Laos,2020-05-25,19,0,14,5
Libya,2020-05-25,75,3,40,32
West Bank and Gaza,2020-05-25,423,3,357,63
Guinea-Bissau,2020-05-25,1178,7,42,1129
Mali,2020-05-25,1059,67,604,388
Saint Kitts and Nevis,2020-05-25,15,0,15,0
Canada,2020-05-25,5,0,0,5
Canada,2020-05-25,11,0,0,11
Kosovo,2020-05-25,1038,30,791,217
Burma,2020-05-25,203,6,123,74
United Kingdom,2020-05-25,3,0,3,0
United Kingdom,2020-05-25,8,1,6,1
United Kingdom,2020-05-25,12,1,10,1
Botswana,2020-05-25,35,1,19,15
Burundi,2020-05-25,42,1,20,21
Sierra Leone,2020-05-25,735,42,293,400
Malawi,2020-05-25,101,4,33,64
United Kingdom,2020-05-25,13,0,13,0
France,2020-05-25,1,0,1,0
South Sudan,2020-05-25,806,8,6,792
Western Sahara,2020-05-25,9,0,6,3
Sao Tome and Principe,2020-05-25,299,11,4,284
Yemen,2020-05-25,233,44,10,179
Comoros,2020-05-25,87,1,21,65
Tajikistan,2020-05-25,3100,46,1395,1659
Lesotho,2020-05-25,2,0,0,2
Afghanistan,2020-05-26,11831,220,1128,10483
Albania,2020-05-26,1029,33,803,193
Algeria,2020-05-26,8697,617,4918,3162
Andorra,2020-05-26,763,51,676,36
Angola,2020-05-26,70,4,18,48
Antigua and Barbuda,2020-05-26,25,3,19,3
Argentina,2020-05-26,13228,484,4167,8577
Armenia,2020-05-26,7402,91,3220,4091
Australia,2020-05-26,107,3,104,0
Australia,2020-05-26,3089,48,2663,378
Australia,2020-05-26,29,0,29,0
Australia,2020-05-26,1058,7,1044,7
Australia,2020-05-26,440,4,435,1
Australia,2020-05-26,228,13,203,12
Australia,2020-05-26,1618,19,1533,66
Australia,2020-05-26,570,9,549,12
Austria,2020-05-26,16557,643,15182,732
Azerbaijan,2020-05-26,4403,52,2819,1532
Bahamas,2020-05-26,100,11,46,43
Bahrain,2020-05-26,9366,14,4938,4414
Bangladesh,2020-05-26,36751,522,7579,28650
Barbados,2020-05-26,92,7,71,14
Belarus,2020-05-26,38059,208,15086,22765
Belgium,2020-05-26,57455,9334,15320,32801
Benin,2020-05-26,208,3,118,87
Bhutan,2020-05-26,27,0,6,21
Bolivia,2020-05-26,7136,274,677,6185
Bosnia and Herzegovina,2020-05-26,2416,149,1721,546
Brazil,2020-05-26,391222,24512,158593,208117
Brunei,2020-05-26,141,1,137,3
Bulgaria,2020-05-26,2443,130,880,1433
Burkina Faso,2020-05-26,832,52,672,108
Cabo Verde,2020-05-26,390,4,155,231
Cambodia,2020-05-26,124,0,122,2
Cameroon,2020-05-26,5436,175,1996,3265
Canada,2020-05-26,6901,139,0,6762
Canada,2020-05-26,2541,161,0,2380
Canada,2020-05-26,292,7,0,285
Canada,2020-05-26,122,0,0,122
Canada,2020-05-26,260,3,0,257
Canada,2020-05-26,1052,59,0,993
Canada,2020-05-26,27624,2235,0,25389
Canada,2020-05-26,27,0,0,27
Canada,2020-05-26,48607,4140,0,44467
Canada,2020-05-26,634,8,0,626
Central African Republic,2020-05-26,671,1,22,648
Chad,2020-05-26,700,62,303,335
Chile,2020-05-26,92855,806,30915,61134
China,2020-05-26,991,6,985,0
China,2020-05-26,593,9,581,3
China,2020-05-26,579,6,573,0
China,2020-05-26,357,1,355,1
China,2020-05-26,139,2,137,0
China,2020-05-26,1592,8,1581,3
China,2020-05-26,254,2,252,0
China,2020-05-26,147,2,145,0
China,2020-05-26,169,6,162,1
China,2020-05-26,328,6,0,322
China,2020-05-26,945,13,932,0
China,2020-05-26,1276,22,0,1254
China,2020-05-26,1065,4,1033,28
China,2020-05-26,68135,4512,63618,5
China,2020-05-26,1019,4,1015,0
China,2020-05-26,232,1,205,26
China,2020-05-26,653,0,653,0
China,2020-05-26,937,1,936,0
China,2020-05-26,155,2,128,25
China,2020-05-26,149,2,147,0
China,2020-05-26,45,0,45,0
China,2020-05-26,75,0,75,0
China,2020-05-26,18,0,18,0
China,2020-05-26,308,3,305,0
China,2020-05-26,788,7,780,1
China,2020-05-26,670,7,653,10
China,2020-05-26,198,0,198,0
China,2020-05-26,564,3,558,3
China,2020-05-26,192,3,188,1
China,2020-05-26,1,0,1,0
China,2020-05-26,76,3,73,0
China,2020-05-26,185,2,183,0
China,2020-05-26,1268,1,1267,0
Colombia,2020-05-26,23003,776,5511,16716
Congo (Brazzaville),2020-05-26,487,16,147,324
Congo (Kinshasa),2020-05-26,2403,68,340,1995
Costa Rica,2020-05-26,956,10,634,312
Cote d'Ivoire,2020-05-26,2477,30,1286,1161
Croatia,2020-05-26,2244,101,2046,97
Cuba,2020-05-26,1963,82,1709,172
Cyprus,2020-05-26,939,17,594,328
Czechia,2020-05-26,9050,317,6270,2463
Denmark,2020-05-26,187,0,187,0
Greenland,2020-05-26,12,0,11,1
Denmark,2020-05-26,11428,563,10044,821
Djibouti,2020-05-26,2468,14,1079,1375
Dominican Republic,2020-05-26,15264,468,8534,6262
Ecuador,2020-05-26,37355,3203,18003,16149
Egypt,2020-05-26,18756,797,5027,12932
El Salvador,2020-05-26,2042,36,787,1219
Equatorial Guinea,2020-05-26,1043,12,165,866
Eritrea,2020-05-26,39,0,39,0
Estonia,2020-05-26,1834,65,1552,217
Eswatini,2020-05-26,261,2,164,95
Ethiopia,2020-05-26,701,6,167,528
Fiji,2020-05-26,18,0,15,3
Finland,2020-05-26,6628,312,5100,1216
France,2020-05-26,384,1,146,237
France,2020-05-26,60,0,60,0
France,2020-05-26,161,14,115,32
France,2020-05-26,1634,20,894,720
France,2020-05-26,18,0,18,0
France,2020-05-26,459,1,411,47
France,2020-05-26,6,0,6,0
France,2020-05-26,40,3,33,4
France,2020-05-26,197,14,91,92
France,2020-05-26,179887,28480,64222,87185
Gabon,2020-05-26,2238,14,593,1631
Gambia,2020-05-26,25,1,18,6
Georgia,2020-05-26,732,12,537,183
Germany,2020-05-26,181200,8372,161967,10861
Ghana,2020-05-26,7117,34,2317,4766
Greece,2020-05-26,2892,173,1374,1345
Guatemala,2020-05-26,3954,63,289,3602
Guinea,2020-05-26,3275,20,1673,1582
Guyana,2020-05-26,139,11,62,66
Haiti,2020-05-26,1174,33,22,1119
Holy See,2020-05-26,12,0,2,10
Honduras,2020-05-26,4401,188,493,3720
Hungary,2020-05-26,3771,499,1836,1436
Iceland,2020-05-26,1804,10,1792,2
India,2020-05-26,150793,4344,64277,82172
Indonesia,2020-05-26,23165,1418,5877,15870
Iran,2020-05-26,139511,7508,109437,22566
Iraq,2020-05-26,4848,169,2852,1827
Ireland,2020-05-26,24735,1615,21060,2060
Israel,2020-05-26,16757,281,14457,2019
Italy,2020-05-26,230555,32955,144658,52942
Jamaica,2020-05-26,564,9,267,288
Japan,2020-05-26,16502,863,13810,1829
Jordan,2020-05-26,718,9,586,123
Kazakhstan,2020-05-26,8969,37,4613,4319
Kenya,2020-05-26,1348,52,405,891
South Korea,2020-05-26,11265,269,10295,701
Kuwait,2020-05-26,22575,172,7306,15097
Kyrgyzstan,2020-05-26,1468,16,1015,437
Latvia,2020-05-26,1053,22,741,290
Lebanon,2020-05-26,1140,26,689,425
Liberia,2020-05-26,266,26,144,96
Liechtenstein,2020-05-26,82,1,81,0
Lithuania,2020-05-26,1639,65,1165,409
